〇 ling,xing,yuan
萲 xuan
萳 nan
萴 ce
萵 wo
萶 chun
萷 shao,shuo,xiao
萸 yu
萹 bian,pian
萺 mao,mu
萻 an
萼 e
落 la,lao,luo
萾 ying
萿 huo,kuo
葀 kuo
葁 jiang
葂 mian
葃 ze,zuo
葄 zuo
葅 zu
葆 bao
葇 rou
葈 xi
葉 she,ye
葊 an
葋 qu
葌 jian
葍 fu
葎 lv
葏 jing
葐 fen,pen
葑 feng
葒 hong
葓 hong
葔 hou
葕 yan
葖 tu
著 chu,zhao,zhe,zhu,zhuo
葘 zi
葙 xiang
葚 ren,shen
葛 ge
葜 qia
葝 jing,qing
葞 mi
葟 huang
葠 shan,shen
葡 bei,pu
葢 gai
董 dong,zhong
葤 zhou
葥 jian,qian
葦 wei
葧 bo
葨 wei
葩 pa
葪 ji
葫 hu
葬 zang
葭 jia,xia
葮 duan
葯 yao
葰 jun,sui,suo
葱 chuang,cong
葲 quan
葳 wei
葴 qian,zhen
葵 kui
葶 ding,ting
葷 hun,xun
葸 xi
葹 shi
葺 qi
葻 lan
葼 zong
葽 yao
葾 yuan
葿 mei
蒀 yun
蒁 shu
蒂 di
蒃 zhuan
蒄 guan
蒅 ran
蒆 xue
蒇 chan
蒈 kai
蒉 kui
蒊 hua
蒋 jiang
蒌 lou
蒍 e,hua,kui,wei
蒎 pai
蒏 you
蒐 hui,sou
蒑 yin
蒒 shi
蒓 chun
蒔 shi
蒕 yun
蒖 zhen
蒗 lang
蒘 na,ru
蒙 meng
蒚 li
蒛 que
蒜 suan
蒝 huan,yuan
蒞 li
蒟 ju
蒠 xi
蒡 bang,pang
蒢 chu
蒣 shu,xu
蒤 tu
蒥 liu
蒦 huo,wo
蒧 dian
蒨 qian
蒩 ji,ju,zu
蒪 po
蒫 cuo
蒬 yuan
蒭 chu
蒮 yu
蒯 kuai
蒰 pan
蒱 pu
蒲 bo,pu
蒳 na
蒴 shuo
蒵 xi
蒶 fen
蒷 yun
蒸 zheng
蒹 jian
蒺 ji
蒻 ruo
蒼 cang
蒽 en
蒾 mi
蒿 gao,hao
蓀 sun
蓁 qin,zhen
蓂 mi,ming
蓃 sou
蓄 xu
蓅 liu
蓆 xi
蓇 gu
蓈 lang
蓉 rong
蓊 weng
蓋 gai,ge
蓌 cuo
蓍 shi
蓎 tang
蓏 luo
蓐 ru
蓑 sui,suo
蓒 xuan
蓓 bei
蓔 yao,zhuo
蓕 gui
蓖 bi
蓗 zong
蓘 gun
蓙 zuo
蓚 tiao
蓛 ce
蓜 pei
蓝 la,lan
蓞 dan
蓟 ji
蓠 li
蓡 shen
蓢 lang
蓣 yu
蓤 ling
蓥 ying
蓦 mo
蓧 di,diao,tiao
蓨 tiao,xiu
蓩 mao
蓪 tong
蓫 chu,zhu
蓬 peng
蓭 an
蓮 lian
蓯 cong,song,zong
蓰 xi
蓱 ping
蓲 fu,ou,qiu,xu
蓳 jin
蓴 chun,tuan
蓵 jie
蓶 wei
蓷 tui
蓸 cao
蓹 yu
蓺 yi
蓻 ju,zi
蓼 lao,liao,liu,lu
蓽 bi
蓾 lu
蓿 su,xu
蔀 bu
蔁 zhang
蔂 lei
蔃 jiang,qiang
蔄 man
蔅 yan
蔆 ling
蔇 ji,xi
蔈 biao,piao
蔉 gun
蔊 han
蔋 di
蔌 su
蔍 cu,lu
蔎 she
蔏 shang
蔐 di
蔑 mie
蔒 xun
蔓 man,wan
蔔 bo
蔕 chai,dai,di
蔖 cu,cuo,zha
蔗 zhe
蔘 san,shen
蔙 xuan
蔚 wei,yu
蔛 hu
蔜 ao
蔝 mi
蔞 ju,liu,lou,lv
蔟 chuo,cou,cu
蔠 zhong
蔡 ca,cai,sa
蔢 bo,po
蔣 jiang
蔤 mi
蔥 cong
蔦 niao
蔧 hui
蔨 juan,jun
蔩 yin
蔪 jian,shan
蔫 nian,yan
蔬 shu
蔭 yin
蔮 guo
蔯 chen
蔰 hu
蔱 sha
蔲 kou
蔳 qian
蔴 ma
蔵 cang,zang
蔶 ze
蔷 qiang
蔸 dou
蔹 lian
蔺 lin
蔻 kou
蔼 ai
蔽 bi,bie,pie
蔾 li
蔿 wei
蕀 ji
蕁 qian,tan,xun
蕂 sheng
蕃 bo,fan,pi
蕄 meng
蕅 ou
蕆 chan
蕇 dian
蕈 tan,xun
蕉 jiao,qiao
蕊 juan,rui
蕋 rui
蕌 lei
蕍 yu
蕎 jiao,qiao
蕏 chu
蕐 hua
蕑 jian
蕒 mai
蕓 yun
蕔 bao
蕕 you
蕖 qu
蕗 lu
蕘 rao,yao
蕙 hui
蕚 e
蕛 ti
蕜 fei
蕝 jue,zui
蕞 jue,zhuo,zui
蕟 fa,fei
蕠 ru
蕡 fei,fen
蕢 kuai,kui
蕣 shun
蕤 rui
蕥 ya
蕦 xu
蕧 fu
蕨 jue
蕩 dang,tang
蕪 wu
蕫 dong
蕬 si
蕭 xiao
蕮 xi
蕯 long
蕰 wen,yun
蕱 shao
蕲 qi
蕳 jian
蕴 yun
蕵 sun
蕶 ling
蕷 yu
蕸 xia
蕹 weng,yong
蕺 ji,qie
蕻 hong
蕼 si
蕽 nong
蕾 lei
蕿 xuan
薀 yun
薁 ao,yu
薂 xi,xiao
薃 hao
薄 bao,bo,bu
薅 hao
薆 ai
薇 wei
薈 hui
薉 hui
薊 ji
薋 ci,zi
薌 xiang
薍 luan,wan
薎 mie
薏 yi
薐 leng
薑 jiang
薒 can
薓 shen
薔 qiang,se
薕 lian
薖 ke
薗 yuan
薘 da
薙 ti,zhi
薚 tang
薛 xue
薜 bai,bi,bo,pi
薝 zhan
薞 sun
薟 kan,lian,xian,yan
薠 fan
薡 ding
薢 xie
薣 gu
薤 xie
薥 shu,zhu
薦 jian
薧 hao,kao
薨 hong
薩 sa
薪 xin
薫 xun
薬 yao
薭 bai
薮 sou
薯 shu
薰 xun
薱 dui
薲 pin
薳 wei,yuan
薴 ning
薵 chou,dao,zhou
薶 mai,wo
薷 ru
薸 piao
薹 tai
薺 ci,ji,qi
薻 zao
薼 chen
薽 zhen
薾 er
薿 ni
藀 ying
藁 gao
藂 cong
藃 hao,he,xiao
藄 qi
藅 fa
藆 jian
藇 xu,yu
藈 kui
藉 ji,jie
藊 bian
藋 di,diao,zhuo
藌 mi
藍 la,lan
藎 jin
藏 cang,zang
藐 miao,mo
藑 qiong
藒 qie
藓 xian
藔 liao
藕 ou
藖 qian,xian
藗 su
藘 lv
藙 yi
藚 xu
藛 xie
藜 li
藝 yi
藞 la
藟 lei
藠 jiao
藡 di
藢 zhi
藣 bei
藤 teng
藥 lve,shuo,yao
藦 mo
藧 huan
藨 biao,pao
藩 fan
藪 cou,shu,sou
藫 tan
藬 tui
藭 qiong
藮 qiao
藯 wei
藰 liu
藱 hui
藲 ou
藳 gao
藴 wen,yun
藵 bao
藶 li
藷 shu,zhu
藸 chu,zha,zhu
藹 ai
藺 lin
藻 zao
藼 xuan
藽 qin
藾 lai
藿 he,huo
蘀 tuo,ze
蘁 e,wu
蘂 rui
蘃 rui
蘄 ji,qi,qin
蘅 heng
蘆 lu
蘇 su
蘈 tui
蘉 mang,meng
蘊 yun
蘋 pin,ping
蘌 yu
蘍 xun
蘎 ji
蘏 jiong
蘐 xuan
蘑 mo
蘒 qiu
蘓 su
蘔 jiong
蘕 peng
蘖 bo,nie
蘗 bi,bo
蘘 nang,rang,xiang
蘙 yi
蘚 xian
蘛 yu
蘜 ju
蘝 lian
蘞 lian,xian
蘟 yin
蘠 qiang
蘡 ying
蘢 long
蘣 tou
蘤 hua
蘥 yue
蘦 ling
蘧 ju,qu
蘨 yao
蘩 fan
蘪 mei
蘫 han,lan
蘬 gui,hui,kui
蘭 lan
蘮 ji
蘯 dang
蘰 man
蘱 lei
蘲 lei
蘳 hui
蘴 feng,song
蘵 zhi
蘶 wei
蘷 kui
蘸 zhan
蘹 huai
蘺 li
蘻 ji
蘼 mi
蘽 lei
蘾 huai
蘿 luo
虀 ji
虁 kui
虂 lu
虃 jian
虄 sa
虅 teng
虆 lei
虇 quan
虈 xiao
虉 yi
虊 luan
虋 men
虌 bie
虍 hu
虎 hu
虏 lu
虐 nve
虑 bi,lv
虒 si,ti,xi,zhi
虓 xiao
虔 qian
處 chu,ju
虖 hu
虗 xu
虘 cuo
虙 fu
虚 xu
虛 xu
虜 lu
虝 hu
虞 yu
號 hao
虠 hao,jiao
虡 ju
虢 guo
虣 bao
虤 yan
虥 zhan
虦 zhan
虧 kui
虨 bin
虩 se,xi
虪 shu
虫 chong,hui
虬 qiu
虭 dao,diao
虮 ji
虯 qiu
虰 cheng,ding
虱 shi
虲 xia
虳 jue
虴 zhe
虵 she,ye
虶 yu
虷 gan,han
虸 zi
虹 gong,hong,jiang
虺 hui
虻 meng
虼 ge
虽 sui
虾 ha,xia
虿 chai
蚀 shi
蚁 yi
蚂 ma
蚃 xiang
蚄 bang,fang
蚅 e
蚆 ba
蚇 chi
蚈 qian
蚉 wen
蚊 wen
蚋 rui
蚌 bang,beng,feng,pi
蚍 pi
蚎 yue
蚏 yue
蚐 jun
蚑 qi
蚒 tong
蚓 yin
蚔 qi,zhi
蚕 can,tian
蚖 wan,yuan
蚗 jue,que
蚘 hui,you
蚙 qian,qin
蚚 qi
蚛 zhong
蚜 ya
蚝 ci,hao
蚞 mu
蚟 wang
蚠 fen
蚡 fen
蚢 hang
蚣 gong,zhong
蚤 zao,zhao
蚥 fu
蚦 ran
蚧 jie
蚨 fu
蚩 chi
蚪 dou
蚫 bao,pao
蚬 xian
蚭 ni
蚮 dai
蚯 qiu
蚰 you,zhu
蚱 zha
蚲 ping
蚳 chi,di
蚴 niu,you
蚵 he,ke
蚶 han
蚷 ju
蚸 li
蚹 fu
蚺 ran,tian
蚻 zha
蚼 gou,qu,xu
蚽 pi
蚾 bo,pi
蚿 xian
蛀 zhu
蛁 diao
蛂 bie
蛃 bing
蛄 gu
蛅 zhan
蛆 ju,qu
蛇 chi,she,tuo,yi
蛈 tie
蛉 ling
蛊 gu
蛋 dan
蛌 gu
蛍 ying
蛎 li
蛏 cheng
蛐 qu
蛑 mao,mou
蛒 ge,luo
蛓 ci
蛔 hui
蛕 hui
蛖 bang,mang
蛗 fu
蛘 yang
蛙 jue,wa
蛚 lie
蛛 zhu
蛜 yi
蛝 xian
蛞 kuo,she
蛟 jiao
蛠 li
蛡 xu,yi
蛢 ping
蛣 jie,qi,qie
蛤 e,ge,ha
蛥 she
蛦 yi
蛧 wang
蛨 mo
蛩 gong,qiong
蛪 ni,qie
蛫 gui
蛬 qiong
蛭 zhi
蛮 man
蛯 lao
蛰 zhe
蛱 jia
蛲 nao
蛳 si
蛴 qi
蛵 xing
蛶 jie
蛷 qiu
蛸 shao,xiao
蛹 yong
蛺 jia
蛻 tui
蛼 che
蛽 bei
蛾 e,yi
蛿 han
蜀 shu
蜁 xuan
蜂 feng
蜃 shen
蜄 shen,zhen
蜅 fu,pu
蜆 xian
蜇 zhe
蜈 wu
蜉 fu
蜊 li
蜋 lang,liang
蜌 bi
蜍 chu,yu
蜎 xuan,yuan
蜏 you
蜐 jie
蜑 dan
蜒 dan,yan
蜓 dian,ting
蜔 dian
蜕 tui,yue
蜖 hui
蜗 wo
蜘 zhi
蜙 song
蜚 bei,fei,pei
蜛 ju
蜜 mi
蜝 qi
蜞 qi
蜟 yu
蜠 jun
蜡 ji,la,qu,zha
蜢 meng
蜣 qiang
蜤 si,xi
蜥 xi
蜦 lun
蜧 li
蜨 die
蜩 diao,tiao
蜪 tao
蜫 kun
蜬 han
蜭 han
蜮 guo,yu
蜯 bang
蜰 fei
蜱 miao,pi
蜲 wei
蜳 dun,tun
蜴 xi,yi
蜵 yuan,yun
蜶 suo
蜷 juan,quan
蜸 qian
蜹 rui,wei
蜺 ni
蜻 jing,qing
蜼 tong,wei
蜽 liang
蜾 guo,luo
蜿 wan
蝀 dong
蝁 e
蝂 ban
蝃 di,zhuo
蝄 wang
蝅 can
蝆 yang
蝇 ying
蝈 guo
蝉 chan
蝊 ding
蝋 la
蝌 ke
蝍 ji,jie
蝎 he,xie
蝏 ting
蝐 mao
蝑 xie,xu
蝒 mian
蝓 yu
蝔 jie
蝕 li,long,shi
蝖 xuan
蝗 huang
蝘 yan
蝙 bian,pian
蝚 nao,rou
蝛 wei
蝜 fu
蝝 yuan
蝞 mei
蝟 wei
蝠 fu
蝡 ru,ruan
蝢 xie
蝣 you
蝤 jiu,qiu,you
蝥 mao,wu
蝦 ha,jia,xia
蝧 ying
蝨 shi
蝩 chong,zhong
蝪 tang
蝫 zhu
蝬 zong
蝭 chi,ti
蝮 fu
蝯 yuan
蝰 kui
蝱 meng
蝲 la
蝳 dai,du
蝴 hu
蝵 qiu
蝶 die,tie
蝷 li,xi
蝸 guo,luo,wo
蝹 ao,yun
蝺 qu,yu
蝻 nan
蝼 lou
蝽 chun
蝾 rong
蝿 ying
螀 jiang
螁 ban
螂 lang
螃 bang,pang
螄 si
螅 ci,xi
螆 ci
螇 qi,xi
螈 yuan
螉 weng
螊 lian
螋 sou
螌 ban,huan,pan
融 rong
螎 rong
螏 ji
螐 wu
螑 xiu
螒 han
螓 qin
螔 si,yi
螕 bi,pi
螖 hua
螗 tang
螘 yi
螙 du
螚 nai,neng
螛 he,xia
螜 hu
螝 gui,hui
螞 ma
螟 ming
螠 yi
螡 wen
螢 ying
螣 te,teng
螤 zhong
螥 cang
螦 sao
螧 qi
螨 man
螩 tiao
螪 shang
螫 shi,zhe
螬 cao
螭 chi
螮 dai,di
螯 ao
螰 lu
螱 wei
螲 die,zhi
螳 tang
螴 chen
螵 piao
螶 ju,qu
螷 pi
螸 yu
螹 chan,jian
螺 luo
螻 lou
螼 qin
螽 zhong
螾 yin
螿 jiang
蟀 shuai
蟁 wen
蟂 xiao
蟃 wan
蟄 zhe
蟅 zhe
蟆 ma,mo
蟇 ma
蟈 guo,yu
蟉 liao,liu
蟊 mao,meng
蟋 xi
蟌 cong
蟍 li
蟎 man
蟏 xiao
蟐 chang
蟑 zhang
蟒 mang,meng
蟓 xiang
蟔 mo
蟕 zui
蟖 si
蟗 qiu
蟘 te
蟙 zhi
蟚 peng
蟛 peng
蟜 jiao,qiao
蟝 qu
蟞 bie
蟟 liao
蟠 fan,pan
蟡 gui
蟢 xi
蟣 ji,qi
蟤 zhuan
蟥 huang
蟦 ben,fei
蟧 lao,liao
蟨 jue
蟩 jue
蟪 hui
蟫 xun,yin
蟬 chan,shan,ti
蟭 jiao
蟮 shan
蟯 nao,rao
蟰 xiao
蟱 mou,wu
蟲 chong,tong,zhong
蟳 xun
蟴 si
蟵 chu
蟶 cheng
蟷 dang
蟸 li
蟹 xie
蟺 chan,dan,shan,tuo
蟻 ji,yi
蟼 jing
蟽 da
蟾 chan
蟿 ji,qi
蠀 ci,ji
蠁 xiang
蠂 she
蠃 guo,luo
蠄 qin
蠅 ying
蠆 chai
蠇 li
蠈 zei
蠉 xuan
蠊 lian
蠋 zhu
蠌 ze
蠍 xie
蠎 mang
蠏 xie
蠐 qi
蠑 rong
蠒 jian
蠓 meng
蠔 hao
蠕 ru
蠖 huo,yue
蠗 zhuo
蠘 jie
蠙 pin
蠚 he
蠛 mie
蠜 fan
蠝 lei
蠞 jie
蠟 la
蠠 mian,min
蠡 li,luo
蠢 chun
蠣 li
蠤 qiu
蠥 nie
蠦 lu
蠧 du
蠨 xiao
蠩 chu,zhu
蠪 long
蠫 li
蠬 long
蠭 feng,pang
蠮 ye
蠯 pi
蠰 nang,rang,shang
蠱 gu,ye
蠲 juan
蠳 ying
蠴 shu
蠵 xi
蠶 can
蠷 qu
蠸 huan,quan
蠹 du
蠺 can
蠻 man
蠼 jue,qu
蠽 jie
蠾 shu,zhu
蠿 zhuo
血 xie,xue
衁 huang
衂 nv
衃 fou,pei
衄 nv
衅 xin
衆 zhong
衇 mai
衈 er
衉 ka
衊 mie
衋 xi
行 hang,heng,xing
衍 yan
衎 kan
衏 yuan
衐 qu
衑 ling
衒 xuan
術 shu
衔 xian
衕 dong,tong
衖 long,xiang
街 jie
衘 xian,yu
衙 ya,yu
衚 hu
衛 wei
衜 dao
衝 chong
衞 wei
衟 dao
衠 zhun
衡 heng
衢 qu
衣 yi
衤 yi
补 bu
衦 gan
衧 yu
表 biao
衩 cha
衪 yi
衫 shan
衬 chen
衭 fu
衮 gun
衯 fen,pen
衰 cui,shuai,suo
衱 jie
衲 na
衳 zhong
衴 dan
衵 yi
衶 zhong
衷 zhong
衸 jie
衹 qi,ti,zhi
衺 xie
衻 ran
衼 zhi
衽 ren
衾 qin
衿 jin,qin
袀 jun
袁 yuan
袂 mei,yi
袃 chai
袄 ao
袅 niao
袆 hui
袇 ran
袈 jia
袉 tuo
袊 ling
袋 dai
袌 bao,pao
袍 bao,pao
袎 yao
袏 zuo
袐 bi
袑 shao
袒 tan,zhan
袓 jie,ju
袔 he,ke,kua
袕 xue
袖 xiu
袗 zhen
袘 tuo,yi
袙 pa
袚 bo,fu
袛 di
袜 mo,wa
袝 fu
袞 gun
袟 zhi
袠 zhi
袡 ran
袢 fan,pan
袣 yi
袤 mao,mou
袥 tuo
袦 jue,na
袧 gou
袨 xuan
袩 chan,zhe
袪 qu
被 bei,bi,pi
袬 yu
袭 xi
袮 mi
袯 bo
袰 bo
袱 fu
袲 chi,nuo
袳 chi,duo,nuo,qi
袴 ku
袵 ren
袶 jiang
袷 jia,jie,qia
袸 jian,zun
袹 bo,mo
袺 jie
袻 er
袼 ge,luo
袽 ru
袾 zhu
袿 gua,gui
裀 yin
裁 cai
裂 lie
裃 ka
裄 xing
装 zhuang
裆 dang
裇 xu
裈 kun
裉 ken
裊 niao
裋 shu
裌 jia,xie
裍 kun
裎 cheng
裏 li
裐 juan
裑 shen
裒 bao,pou
裓 ge,jie
裔 yi
裕 yu
裖 zhen
裗 liu
裘 qiu
裙 qun
裚 ji
裛 yi
補 bu
裝 zhuang
裞 shui
裟 sha
裠 qun
裡 li
裢 lian,shao
裣 lian
裤 ku
裥 jian
裦 fou
裧 chan,tan
裨 bi,pi
裩 kun
裪 tao
裫 yuan
裬 ling
裭 chi
裮 chang
裯 chou,dao
裰 duo
裱 biao
裲 liang
裳 chang,shang
裴 fei,pei
裵 pei
裶 fei
裷 gun,yuan
裸 luo
裹 guo
裺 an,yan
裻 du
裼 ti,xi
製 zhi
裾 ju
裿 qi,yi
褀 qi
褁 guo
褂 gua
褃 ken
褄 qi
褅 ti
褆 shi,ti
複 fu
褈 chong,zhong
褉 xie
褊 bian,pian
褋 die
褌 kun
褍 duan,tuan
褎 xiu,you
褏 xiu
褐 he
褑 yuan
褒 bao
褓 bao
褔 fu
褕 tou,yu
褖 tuan
褗 yan
褘 hui,yi
褙 bei
褚 chu,zhe,zhu
褛 lv
褜 pao
褝 dan
褞 wen,yun
褟 ta
褠 gou
褡 da
褢 huai
褣 rong
褤 yuan
褥 nu,ru
褦 nai
褧 jiong
褨 cha,suo
褩 ban,pan
褪 tui,tun
褫 chi
褬 sang
褭 niao
褮 ying
褯 jie
褰 qian
褱 huai
褲 ku
褳 lian
褴 lan
褵 li
褶 die,xi,zhe
褷 shi
褸 lv
褹 nie,yi
褺 die
褻 xie
褼 xian
褽 wei
褾 biao
褿 cao
襀 ji
襁 qiang
襂 sen,shan
襃 bao,pou
襄 xiang
襅 bi
襆 fu,pu
襇 jian
襈 juan,zhuan
襉 jian
襊 cui,cuo
襋 ji
襌 dan
襍 za
襎 bo,fan
襏 bo,fei
襐 xiang
襑 xin
襒 bie
襓 rao
襔 man
襕 lan
襖 ao
襗 duo,yi,ze
襘 gui,hui
襙 cao
襚 sui
襛 nong
襜 chan,dan
襝 chan,lian
襞 bi
襟 jin
襠 dang
襡 du,shu
襢 chan,tan,zhan
襣 bi
襤 lan
襥 fu
襦 ru
襧 zhi
襨 dui
襩 shu
襪 wa
襫 shi
襬 bai,bei
襭 xie
襮 bo
襯 chen
襰 lai
襱 long
襲 xi
襳 shan,xian
襴 lan
襵 zhe
襶 dai
襷 ju
襸 cuan,zan
襹 shi
襺 jian
襻 pan
襼 yi
襽 lan
襾 ya
西 xi
覀 xi
要 yao
覂 ban,feng
覃 qin,tan,yan
覄 fu
覅 fiao
覆 fu
覇 ba
覈 he
覉 ji
覊 ji
見 jian,xian
覌 guan
覍 bian
覎 yan
規 gui,xu
覐 jue
覑 pian
覒 mao
覓 mi
覔 mi
覕 mie,pie
視 shi
覗 si
覘 chan,dan,ji
覙 luo
覚 jue
覛 mi
覜 tiao
覝 lian
覞 yao
覟 zhi
覠 jun
覡 xi
覢 shan
覣 wei
覤 xi
覥 tian
覦 yu
覧 lan
覨 e
覩 du
親 qin,qing
覫 pang
覬 ji
覭 ming
覮 ying
覯 gou
覰 qu
覱 zhan
覲 jin
観 guan
覴 deng
覵 bian,jian
覶 luan,luo
覷 qu
覸 jian
覹 wei
覺 jiao,jue
覻 qu
覼 luo
覽 lan
覾 shen
覿 di,ji
觀 guan
见 jian,xian
观 guan
觃 yan
规 gui
觅 mi
视 shi
觇 chan
览 lan
觉 jiao,jue
觊 ji
觋 xi
觌 di
觍 tian
觎 yu
觏 gou
觐 jin
觑 qu
角 gu,jiao,jue,lu
觓 qiu
觔 jin
觕 cheng,chu,cu
觖 gui,jue,kui
觗 zhi
觘 chao
觙 ji
觚 gu
觛 dan
觜 zi,zui
觝 di,zhi
觞 shang
觟 hua,xie
觠 quan
觡 ge
觢 shi
解 jie,xie
觤 gui
觥 gong
触 chu
觧 jie
觨 hun
觩 qiu
觪 xing
觫 su
觬 ni
觭 ji,qi
觮 lu
觯 zhi
觰 da,zha
觱 bi
觲 xing
觳 hu,jue,que
觴 shang
觵 gong
觶 zhi
觷 hu,xue
觸 chu
觹 xi
觺 yi
觻 li,lu
觼 jue
觽 xi
觾 yan
觿 wei,xi
言 yan,yin
訁 yan
訂 ding
訃 fu
訄 kao,qiu
訅 qiu
訆 jiao
訇 heng,hong,jun
計 ji
訉 fan
訊 xun
訋 diao
訌 hong
訍 cha,chai
討 tao
訏 xu
訐 ji,jie
訑 dan,shi,tuo,yi
訒 ren
訓 xun
訔 yin
訕 shan
訖 qi
託 tuo
記 ji
訙 xun
訚 yin
訛 e
訜 bin,fen
訝 ya
訞 yao
訟 song
訠 shen
訡 yin
訢 xi,xin,yin
訣 jue
訤 na,xiao
訥 ne
訦 chen
訧 you
訨 zhi
訩 xiong
訪 fang
訫 xin
訬 chao,miao
設 she
訮 yan
訯 sa
訰 zhun
許 hu,xu
訲 yi
訳 yi
訴 su
訵 chi
訶 he
訷 shen
訸 he
訹 xu
診 zhen
註 zhu
証 zheng
訽 gou
訾 zi
訿 zi
詀 che,dian,tie,zhan
詁 gu
詂 fu
詃 jian
詄 die
詅 ling
詆 di,ti
詇 yang
詈 li
詉 na,nao,nu
詊 pan
詋 zhou
詌 gan
詍 yi
詎 ju
詏 yao
詐 zha
詑 duo,tuo,xi,yi
詒 dai,tai,yi
詓 qu
詔 zhao
評 ping
詖 bi
詗 xiong
詘 chu,qu
詙 ba,bo
詚 da
詛 zu
詜 tao
詝 zhu
詞 ci
詟 zhe
詠 yong
詡 xu
詢 xun
詣 yi
詤 huang
詥 ge,he
試 shi
詧 cha,qie
詨 xiao
詩 shi
詪 hen
詫 cha,du
詬 gou,hou
詭 gui
詮 quan
詯 hui
詰 jie
話 hua
該 gai
詳 xiang,yang
詴 wei
詵 shen
詶 chou,zhou
詷 dong,tong
詸 mi
詹 dan,zhan
詺 ming
詻 e,luo,lve
詼 hui
詽 yan
詾 xiong
詿 gua
誀 chi,er
誁 bing
誂 diao,tiao
誃 chi,duo,yi
誄 lei
誅 zhu
誆 kuang
誇 kua,qu
誈 wu
誉 yu
誊 teng
誋 ji
誌 zhi
認 ren
誎 cu
誏 lang
誐 e
誑 kuang
誒 e,ei,xi,yi
誓 shi
誔 ting
誕 dan
誖 bei
誗 chan
誘 you
誙 keng
誚 qiao
誛 qin
誜 shua
誝 an
語 yu
誟 xiao
誠 cheng
誡 jie
誢 xian
誣 wu
誤 wu
誥 gao
誦 song
誧 bu
誨 hui
誩 jing
說 shuo
誫 zhen
説 shui,shuo,tuo,yue
読 du
誮 hua
誯 chang
誰 shei,shui
誱 jie
課 ke
誳 jue,qu
誴 cong
誵 xiao
誶 sui
誷 wang
誸 xian
誹 fei
誺 chi,lai
誻 ta
誼 yi
誽 na,ni
誾 yin
調 diao,tiao,zhou
諀 bei,pi
諁 zhuo
諂 chan
諃 chen
諄 zhun
諅 ji
諆 qi
談 tan
諈 zhui
諉 wei
諊 ju
請 qing
諌 dong
諍 zheng
諎 cuo,jie,ze,zha,zuo
諏 zhou,zou
諐 qian
諑 zhuo
諒 liang
諓 jian
諔 chu,ji
諕 hao,huo,xia
論 lun
諗 nie,shen
諘 biao
諙 hua
諚 pian
諛 yu
諜 die,xie
諝 xu
諞 pian
諟 di,shi
諠 xuan
諡 shi
諢 hun
諣 gua,hua
諤 e
諥 zhong
諦 di,ti
諧 xie
諨 fu
諩 pu
諪 ting
諫 jian,lan
諬 qi
諭 tou,yu
諮 zi
諯 zhuan
諰 ai,shai,xi
諱 hui
諲 yin
諳 an,tou
諴 gan,xian
諵 nan
諶 chen
諷 feng
諸 chu,zhu
諹 yang
諺 yan
諻 huang
諼 xuan
諽 ge
諾 nuo
諿 qi,xu
謀 mou
謁 ai,ye
謂 wei
謃 xing
謄 teng
謅 chao,chou,zhou
謆 shan
謇 jian
謈 pao,po
謉 dui,gui,kui,tui
謊 huang
謋 huo
謌 ge
謍 hong,ying
謎 mi
謏 sou,xiao
謐 mi
謑 xi,xia
謒 qiang
謓 chen,zhen
謔 xue
謕 si,ti
謖 su
謗 bang
謘 chi
謙 qian,zhan
謚 shi,xi,yi
講 jiang
謜 quan,yuan
謝 xie
謞 he,xiao
謟 tao
謠 yao
謡 yao
謢 lu
謣 xu,yu
謤 biao,piao
謥 cong
謦 qing
謧 li
謨 mo
謩 mo
謪 shang
謫 ze,zhe
謬 miu
謭 jian
謮 ze
謯 jie,zha,zu
謰 lian
謱 lou,lv
謲 can,chen,san,zao
謳 ou,xu
謴 gun
謵 che,xi
謶 shu,zhe,zhuo
謷 ao
謸 ao
謹 jin
謺 zhe
謻 chi,yi
謼 hu,xiao
謽 jiang
謾 man
謿 chao
譀 han,xian
譁 hua,wa
譂 chan,dan
譃 xu
譄 zeng
譅 se
譆 xi
譇 zha
譈 dui
證 zheng
譊 nao,xiao
譋 lan
譌 e,gui,wa
譍 ying
譎 jue
譏 ji
譐 zun
譑 jiao,qiao
譒 bo
譓 hui
譔 quan,zhuan
譕 mo,wu
譖 jian,zen
譗 zha
識 shi,zhi
譙 qiao
譚 tan
譛 zen
譜 pu
譝 sheng
譞 xuan
譟 zao
譠 tan
譡 dang
譢 sui
譣 xian
譤 ji
譥 jiao
警 jing
譧 lian,zhan
譨 nang,nou
譩 yi
譪 ai
譫 zhan
譬 pi
譭 hui
譮 hua,hui,xie
譯 yi
議 yi
譱 shan
譲 rang
譳 nou
譴 qian
譵 dui
譶 ta
護 hu
譸 chou,zhou
譹 hao
譺 ai,ni,yi
譻 ying
譼 jian
譽 yu
譾 jian
譿 hui
讀 dou,du
讁 zhe
讂 xuan
讃 zan
讄 lei
讅 shen
讆 wei
讇 chan
讈 li
讉 tui,yi
變 bian
讋 zhe
讌 yan
讍 e
讎 chou
讏 wei
讐 chou
讑 yao
讒 chan
讓 rang
讔 yin
讕 lan
讖 chan,chen
讗 xie
讘 nie
讙 huan
讚 zan
讛 yi
讜 dang
讝 zhan
讞 yan
讟 du
讠 yan
计 ji
订 ding
讣 fu
认 ren
讥 ji
讦 jie
讧 hong
讨 tao
让 rang
讪 shan
讫 qi
讬 tuo
训 xun
议 yi
讯 xun
记 ji
